h_name	t_name	type	source	relation	split
PVT1	KDM4C	protein_coding	CRISPR		
PVT1	FZD7	protein_coding	CRISPR		
PVT1	SIK1	protein_coding	CRISPR		
PVT1	GFPT1	protein_coding	CRISPR		
PVT1	PPARA	transcription_factor	CRISPR		
PVT1	UGP2	protein_coding	CRISPR		
PVT1	BRAF	protein_coding	CRISPR		
PVT1	TRDMT1	protein_coding	CRISPR		
PVT1	MAPK1	protein_coding	CRISPR	expression association	train
PVT1	WEE1	protein_coding	CRISPR		
PVT1	BDNF	protein_coding	CRISPR		
PVT1	ITGAV	protein_coding	CRISPR		
PVT1	MIR22HG	lncRNA	CRISPR		
PVT1	HIP1	protein_coding	CRISPR		
PVT1	KIF4A	protein_coding	CRISPR		
PVT1	PIK3R1	protein_coding	CRISPR		
PVT1	WTAP	protein_coding	CRISPR		
PVT1	TFAM	transcription_factor	CRISPR		
PVT1	PPARG	transcription_factor	CRISPR		
PVT1	AKAP9	protein_coding	CRISPR		
PVT1	FUT8	protein_coding	CRISPR		
PVT1	SLC7A5	protein_coding	CRISPR		
PVT1	STMN1	protein_coding	CRISPR		
PVT1	HELLS	protein_coding	CRISPR		
PVT1	RAB9A	protein_coding	CRISPR		
PVT1	MAP2K1	protein_coding	CRISPR		
PVT1	TAF1	protein_coding	CRISPR		
PVT1	MAP3K7	protein_coding	CRISPR		
PVT1	TRIM8	protein_coding	CRISPR		
PVT1	RAB22A	protein_coding	CRISPR		
PVT1	ARID1B	transcription_factor	CRISPR		
PVT1	BCLAF1	protein_coding	CRISPR		
PVT1	TIA1	protein_coding	CRISPR		
PVT1	CASP9	protein_coding	CRISPR		
PVT1	TRIM32	protein_coding	CRISPR		
PVT1	MIA3	protein_coding	CRISPR		
PVT1	AFAP1	protein_coding	CRISPR		
PVT1	SGK1	protein_coding	CRISPR		
PVT1	LINC00461	lncRNA	CRISPR		
PVT1	GRB2	protein_coding	CRISPR	ceRNA or sponge	train
PVT1	GSR	protein_coding	CRISPR		
PVT1	PARP9	protein_coding	CRISPR		
PVT1	SIAH1	protein_coding	CRISPR		
PVT1	MTDH	protein_coding	CRISPR		
PVT1	PHLDA1	protein_coding	CRISPR		
PVT1	AKAP12	protein_coding	CRISPR		
PVT1	CDK8	protein_coding	CRISPR		
PVT1	IPO7	protein_coding	CRISPR		
PVT1	ITCH	protein_coding	CRISPR		
PVT1	G3BP1	protein_coding	CRISPR		
PVT1	DHX9	protein_coding	CRISPR		
PVT1	PTK2	protein_coding	CRISPR		
PVT1	MELK	protein_coding	CRISPR		
PVT1	GTSE1	protein_coding	CRISPR		
PVT1	PTBP3	protein_coding	CRISPR		
PVT1	MET	protein_coding	CRISPR	ceRNA or sponge	train
PVT1	ARPP19	protein_coding	CRISPR		
PVT1	ITGB1	protein_coding	CRISPR		
PVT1	MCAM	protein_coding	CRISPR		
PVT1	TM9SF2	protein_coding	CRISPR		
PVT1	PRKD3	protein_coding	CRISPR		
PVT1	BZW1	protein_coding	CRISPR		
PVT1	PFKFB3	protein_coding	CRISPR		
PVT1	KPNA2	protein_coding	CRISPR		
PVT1	SRGN	protein_coding	CRISPR		
PVT1	ABCE1	protein_coding	CRISPR		
PVT1	MEF2A	transcription_factor	CRISPR		
PVT1	PVT1	lncRNA	CRISPR		
PVT1	CREBBP	protein_coding	CRISPR		
PVT1	HMGB2	transcription_factor	CRISPR		
PVT1	IQGAP3	protein_coding	CRISPR		
PVT1	METAP1	protein_coding	CRISPR		
PVT1	NF1	protein_coding	CRISPR		
PVT1	KLF6	transcription_factor	CRISPR		
PVT1	CTBP2	protein_coding	CRISPR		
PVT1	PTP4A1	protein_coding	CRISPR		
PVT1	VEGFA	protein_coding	CRISPR	expression association	test
PVT1	CDK1	protein_coding	CRISPR	ceRNA or sponge	train
PVT1	NONO	protein_coding	CRISPR		
PVT1	HOXC6	transcription_factor	CRISPR		
PVT1	BCL2L2	protein_coding	CRISPR		
PVT1	ATG5	protein_coding	CRISPR		
PVT1	SORBS2	protein_coding	CRISPR		
PVT1	CELF1	protein_coding	CRISPR		
PVT1	SAPCD2	protein_coding	CRISPR		
PVT1	LUCAT1	lncRNA	CRISPR		
PVT1	BHLHE40	transcription_factor	CRISPR		
PVT1	RAF1	protein_coding	CRISPR		
PVT1	KLF7	transcription_factor	CRISPR		
PVT1	PABPC1	protein_coding	CRISPR		
PVT1	ZNF277	protein_coding	CRISPR		
PVT1	SYNCRIP	protein_coding	CRISPR		
PVT1	BRWD1	protein_coding	CRISPR		
PVT1	SMC2	protein_coding	CRISPR		
PVT1	METTL14	protein_coding	CRISPR		
PVT1	WIPF1	protein_coding	CRISPR		
PVT1	CTCF	transcription_factor	CRISPR		
PVT1	TRIB2	protein_coding	CRISPR		
PVT1	SOCS3	protein_coding	CRISPR		
PVT1	HNRNPA2B1	protein_coding	CRISPR		
PVT1	RANBP2	protein_coding	CRISPR		
PVT1	GSK3B	protein_coding	CRISPR		
PVT1	MDM2	protein_coding	CRISPR	ceRNA or sponge	train
PVT1	PLK1	protein_coding	CRISPR		
PVT1	TNRC6A	protein_coding	CRISPR		
PVT1	HMGB1	transcription_factor	CRISPR	ceRNA or sponge	train
PVT1	CHPT1	protein_coding	CRISPR		
PVT1	IQGAP1	protein_coding	CRISPR		
PVT1	CCNB2	protein_coding	CRISPR		
PVT1	SCAMP1	protein_coding	CRISPR		
PVT1	CALCOCO1	protein_coding	CRISPR		
PVT1	GIT2	protein_coding	CRISPR		
PVT1	CDH2	protein_coding	CRISPR		
PVT1	AURKA	protein_coding	CRISPR		
PVT1	PUM2	protein_coding	CRISPR		
PVT1	TPX2	protein_coding	CRISPR		
PVT1	ATG16L1	protein_coding	CRISPR		
PVT1	AP1G1	protein_coding	CRISPR		
PVT1	CRKL	protein_coding	CRISPR		
PVT1	HMGA2	transcription_factor	CRISPR		
PVT1	ATG3	protein_coding	CRISPR	ceRNA or sponge	valid
PVT1	DUSP1	protein_coding	CRISPR		
PVT1	ATF1	transcription_factor	CRISPR		
PVT1	CPT1A	protein_coding	CRISPR		
PVT1	EZR	protein_coding	CRISPR		
PVT1	DDR2	protein_coding	CRISPR		
PVT1	AGGF1	protein_coding	CRISPR		
PVT1	NRP1	protein_coding	CRISPR		
PVT1	CSDE1	transcription_factor	CRISPR		
PVT1	ABL2	protein_coding	CRISPR		
PVT1	ROCK2	protein_coding	CRISPR		
PVT1	SDAD1	protein_coding	CRISPR		
PVT1	PTEN	protein_coding	CRISPR		
PVT1	SMC1A	protein_coding	CRISPR		
PVT1	AKT3	protein_coding	CRISPR		
PVT1	TSPAN3	protein_coding	CRISPR		
PVT1	CBX4	protein_coding	CRISPR		
PVT1	NET1	protein_coding	CRISPR		
PVT1	PIAS3	transcription_factor	CRISPR		
PVT1	CUL4A	protein_coding	CRISPR		
PVT1	ETS2	transcription_factor	CRISPR		
PVT1	NRAS	protein_coding	CRISPR		
PVT1	RAB10	protein_coding	CRISPR		
PVT1	TFDP1	protein_coding	CRISPR		
PVT1	SMAD2	transcription_factor	CRISPR	expression association	train
PVT1	VEGFC	protein_coding	CRISPR		
PVT1	ITGAX	protein_coding	CRISPR		
PVT1	HIPK2	protein_coding	CRISPR		
PVT1	CORO1C	protein_coding	CRISPR		
PVT1	BNIP3	protein_coding	CRISPR	epigenetic regulation	train
PVT1	USP4	protein_coding	CRISPR		
PVT1	TSC1	protein_coding	CRISPR		
PVT1	CALM2	protein_coding	CRISPR		
PVT1	PPP2CA	protein_coding	CRISPR		
PVT1	GTF2H1	protein_coding	CRISPR		
PVT1	STAT2	transcription_factor	CRISPR		
PVT1	CDK7	protein_coding	CRISPR		
PVT1	RAI14	protein_coding	CRISPR		
PVT1	NUMB	protein_coding	CRISPR		
PVT1	FOSL2	transcription_factor	CRISPR		
PVT1	PHGDH	protein_coding	CRISPR		
PVT1	FADS1	protein_coding	CRISPR		
PVT1	CUL4B	protein_coding	CRISPR		
PVT1	MAFG	transcription_factor	CRISPR		
PVT1	MAT2A	protein_coding	CRISPR		
PVT1	STIM1	protein_coding	CRISPR		
PVT1	YY1	transcription_factor	CRISPR		
PVT1	YWHAZ	protein_coding	CRISPR		
PVT1	JUN	transcription_factor	CRISPR		
PVT1	HNRNPK	protein_coding	CRISPR		
PVT1	CDCA3	protein_coding	CRISPR		
PVT1	STAU1	protein_coding	CRISPR		
PVT1	LARP1	protein_coding	CRISPR		
PVT1	SREBF1	transcription_factor	CRISPR		
PVT1	KDM2A	protein_coding	CRISPR		
PVT1	CD44	protein_coding	CRISPR		
PVT1	HNRNPU	protein_coding	CRISPR		
PVT1	TAF15	protein_coding	CRISPR		
PVT1	PGAM1	protein_coding	CRISPR		
PVT1	RGS3	protein_coding	CRISPR		
PVT1	ERP44	protein_coding	CRISPR		
PVT1	PSMC3	protein_coding	CRISPR		
PVT1	ID3	transcription_factor	CRISPR		
PVT1	CUEDC2	protein_coding	CRISPR		
PVT1	IER3	protein_coding	CRISPR		
PVT1	PRDX1	protein_coding	CRISPR		
PVT1	RAB11B	protein_coding	CRISPR		
PVT1	CFL1	protein_coding	CRISPR		
PVT1	FER1L4	pseudogene	CRISPR		
PVT1	GRN	protein_coding	CRISPR		
PVT1	TMEM18	protein_coding	CRISPR		
PVT1	ATG4B	protein_coding	CRISPR		
PVT1	JMJD6	transcription_factor	CRISPR		
PVT1	RAB34	protein_coding	CRISPR	ceRNA or sponge	train
PVT1	OGFR	protein_coding	CRISPR		
PVT1	LINC00963	lncRNA	CRISPR		
PVT1	UFC1	protein_coding	CRISPR		
PVT1	PLP2	protein_coding	CRISPR		
PVT1	NDUFA4	protein_coding	CRISPR		
PVT1	OS9	protein_coding	CRISPR		
PVT1	SMOC1	protein_coding	CRISPR		
PVT1	PFN1	protein_coding	CRISPR		
PVT1	TRIM11	protein_coding	CRISPR		
PVT1	FSCN1	protein_coding	CRISPR	ceRNA or sponge	train
PVT1	VAMP2	protein_coding	CRISPR		
PVT1	CDCA4	protein_coding	CRISPR		
PVT1	RTKN	protein_coding	CRISPR		
PVT1	CAMTA1	transcription_factor	CRISPR		
PVT1	ATF4	transcription_factor	CRISPR		
PVT1	NUTM2A-AS1	lncRNA	CRISPR		
PVT1	ITGA5	protein_coding	CRISPR		
PVT1	SNHG6	lncRNA	CRISPR		
PVT1	SNHG12	lncRNA	CRISPR		
PVT1	APOBEC3C	protein_coding	CRISPR		
PVT1	TRADD	protein_coding	CRISPR		
PVT1	NCOR2	transcription_factor	CRISPR		
PVT1	TNFRSF21	protein_coding	CRISPR		
PVT1	TIMP4	protein_coding	CRISPR		
PVT1	SIRT6	protein_coding	CRISPR		
PVT1	SUV39H1	protein_coding	CRISPR		
PVT1	TATDN2	protein_coding	CRISPR		
PVT1	MIF	protein_coding	CRISPR		
PVT1	NFKBIB	protein_coding	CRISPR		
PVT1	CDK5	protein_coding	CRISPR		
PVT1	MMP19	protein_coding	CRISPR		
PVT1	ERP29	protein_coding	CRISPR		
PVT1	MIR210HG	lncRNA	CRISPR		
PVT1	UCP2	protein_coding	CRISPR		
PVT1	SNHG18	lncRNA	CRISPR		
PVT1	LOXL1-AS1	lncRNA	CRISPR		
PVT1	SLCO4A1	protein_coding	CRISPR		
PVT1	LPCAT1	protein_coding	CRISPR		
PVT1	EHD2	protein_coding	CRISPR		
PVT1	CHI3L1	protein_coding	CRISPR		
PVT1	EPHB2	protein_coding	CRISPR		
PVT1	GAPDH	protein_coding	CRISPR		
PVT1	TUBA1A	protein_coding	CRISPR		
PVT1	PRPF31	protein_coding	CRISPR		
PVT1	EIF5A	protein_coding	CRISPR		
PVT1	CKS1B	protein_coding	CRISPR		
PVT1	HLA-G	protein_coding	CRISPR		
PVT1	DDA1	protein_coding	CRISPR		
PVT1	AURKB	protein_coding	CRISPR		
PVT1	PIK3R3	protein_coding	CRISPR		
PVT1	NF2	protein_coding	CRISPR		
PVT1	TMEM9	protein_coding	CRISPR		
PVT1	FKBP1A	protein_coding	CRISPR		
PVT1	PSMG3-AS1	lncRNA	CRISPR		
PVT1	BATF3	transcription_factor	CRISPR		
PVT1	CDC6	protein_coding	CRISPR		
PVT1	RPL4	protein_coding	CRISPR		
PVT1	TGFB1	protein_coding	CRISPR	expression association	train
PVT1	NES	protein_coding	CRISPR		
PVT1	CAPNS1	protein_coding	CRISPR		
PVT1	DDX11	protein_coding	CRISPR		
PVT1	CADM1	protein_coding	CRISPR		
PVT1	CNN1	protein_coding	CRISPR		
PVT1	TEAD4	transcription_factor	CRISPR		
PVT1	GPX4	protein_coding	CRISPR		
PVT1	TK1	protein_coding	CRISPR		
PVT1	SRA1	protein_coding	CRISPR		
PVT1	IMP3	protein_coding	CRISPR		
PVT1	EPB41L4A-AS1	lncRNA	CRISPR		
PVT1	GAS5	lncRNA	CRISPR		
PVT1	SLC1A5	protein_coding	CRISPR		
PVT1	S100A11	protein_coding	CRISPR		
PVT1	HLA-DRB1	protein_coding	CRISPR		
PVT1	HES1	transcription_factor	CRISPR		
PVT1	PA2G4	protein_coding	CRISPR		
PVT1	BRMS1	protein_coding	CRISPR		
PVT1	NLRX1	protein_coding	CRISPR		
PVT1	FTH1P3	pseudogene	CRISPR		
PVT1	WNT5B	protein_coding	CRISPR		
PVT1	LINC00467	lncRNA	CRISPR		
PVT1	MRPL28	protein_coding	CRISPR	epigenetic regulation	train
PVT1	CLU	protein_coding	CRISPR		
PVT1	CAMK1D	protein_coding	CRISPR		
PVT1	MYBL2	transcription_factor	CRISPR		
PVT1	ADAM19	protein_coding	CRISPR		
PVT1	ARL2	protein_coding	CRISPR	ceRNA or sponge	valid
PVT1	NUDT1	protein_coding	CRISPR		
PVT1	FZD3	protein_coding	CRISPR		
PVT1	SNHG8	lncRNA	CRISPR		
PVT1	WDR18	protein_coding	CRISPR		
PVT1	APOM	protein_coding	CRISPR		
PVT1	SNHG17	lncRNA	CRISPR		
PVT1	EPHX1	protein_coding	CRISPR		
PVT1	ANXA2	protein_coding	CRISPR		
PVT1	ZNF703	protein_coding	CRISPR		
PVT1	RRAS	protein_coding	CRISPR		
PVT1	RPP25	protein_coding	CRISPR		
PVT1	EIF6	protein_coding	CRISPR		
PVT1	E2F2	transcription_factor	CRISPR	ceRNA or sponge	train
PVT1	ABCC3	protein_coding	CRISPR		
PVT1	MIR296	miRNA	CRISPR		
PVT1	PDPN	protein_coding	CRISPR		
PVT1	HRAS	protein_coding	CRISPR		
PVT1	SEC61G	protein_coding	CRISPR		
PVT1	KCNC4	protein_coding	CRISPR		
PVT1	PHF14	protein_coding	CRISPR		
PVT1	COMMD6	protein_coding	CRISPR		
PVT1	LGALS1	protein_coding	CRISPR		
PVT1	FAIM2	protein_coding	CRISPR		
PVT1	RHOC	protein_coding	CRISPR		
PVT1	SNHG7	lncRNA	CRISPR		
PVT1	CD276	protein_coding	CRISPR		
PVT1	COL6A1	protein_coding	CRISPR		
PVT1	GSTP1	protein_coding	CRISPR		
PVT1	PRDX5	protein_coding	CRISPR		
PVT1	FABP5	protein_coding	CRISPR		
PVT1	RBM38	protein_coding	CRISPR		
PVT1	FOXD1	protein_coding	CRISPR		
PVT1	SNHG5	lncRNA	CRISPR		
PVT1	EGLN2	protein_coding	CRISPR		
PVT1	TP53TG1	lncRNA	CRISPR		
PVT1	HAS2-AS1	lncRNA	CRISPR		
PVT1	TIMM8A	protein_coding	CRISPR		
PVT1	ZFAS1	lncRNA	CRISPR		
PVT1	MIR142	miRNA	CRISPR		
PVT1	MAP1LC3A	protein_coding	CRISPR		
PVT1	MT2A	protein_coding	CRISPR		
PVT1	PYCR1	protein_coding	CRISPR		
PVT1	LAMB3	protein_coding	CRISPR		
PVT1	SEMA3B	protein_coding	CRISPR		
PVT1	ARFRP1	protein_coding	CRISPR		
PVT1	RAD51	protein_coding	CRISPR		
PVT1	GINS2	protein_coding	CRISPR		
PVT1	ACTA2	protein_coding	CRISPR		
PVT1	SNHG16	lncRNA	CRISPR		
PVT1	RPL34	protein_coding	CRISPR		
PVT1	SFN	protein_coding	CRISPR		
PVT1	SNHG9	lncRNA	CRISPR		
PVT1	CST3	protein_coding	CRISPR		
PVT1	UBA52	protein_coding	CRISPR		
PVT1	MT1F	protein_coding	CRISPR		
PVT1	CCNE1	protein_coding	CRISPR		
PVT1	S100A10	protein_coding	CRISPR		
PVT1	VGF	protein_coding	CRISPR		
PVT1	EIF4EBP1	protein_coding	CRISPR		
PVT1	BCYRN1	lncRNA	CRISPR		
PVT1	SMAD5-AS1	lncRNA	CRISPR		
PVT1	HSPB1	protein_coding	CRISPR		
PVT1	NNMT	protein_coding	CRISPR		
PVT1	KRT19	protein_coding	CRISPR		
PVT1	MIR497HG	lncRNA	CRISPR		
PVT1	SOCS1	protein_coding	CRISPR		
PVT1	ROMO1	protein_coding	CRISPR		
PVT1	MFAP2	protein_coding	CRISPR		
PVT1	SNHG15	lncRNA	CRISPR		
PVT1	RAB11B-AS1	lncRNA	CRISPR		
PVT1	BMP1	protein_coding	CRISPR		
PVT1	CDC25A	protein_coding	CRISPR		
PVT1	VPS9D1-AS1	lncRNA	CRISPR		
PVT1	S100A1	protein_coding	CRISPR		
PVT1	TERT	protein_coding	CRISPR		
PVT1	HEY2	transcription_factor	CRISPR		
PVT1	MYL9	protein_coding	CRISPR		
PVT1	MALAT1	lncRNA	CRISPR		
PVT1	INHBA	protein_coding	CRISPR		
PVT1	MUC1	protein_coding	CRISPR		
PVT1	DKK3	protein_coding	CRISPR		
PVT1	MIR145	miRNA	CRISPR	ceRNA or sponge	valid
PVT1	RMRP	lncRNA	CRISPR		
PVT1	PLAU	protein_coding	CRISPR		
PVT1	SP7	transcription_factor	CRISPR		
PVT1	CASC15	lncRNA	CRISPR		
PVT1	ANGPTL4	protein_coding	CRISPR	epigenetic regulation	test
PVT1	S100A4	protein_coding	CRISPR		
PVT1	BIRC7	protein_coding	CRISPR		
PVT1	RN7SK	snRNA	CRISPR		
PVT1	SULT1A1	protein_coding	CRISPR		
PVT1	SOX18	transcription_factor	CRISPR		
PVT1	PGF	protein_coding	CRISPR		
PVT1	H19	lncRNA	CRISPR		
PVT1	POU5F1B	protein_coding	CRISPR		
PVT1	CCL5	protein_coding	CRISPR		
PVT1	OASL	protein_coding	CRISPR		
SNHG1	SLCO4A1	protein_coding	CRISPR		
SNHG1	S100A4	protein_coding	CRISPR		
SNHG1	AKR1B1	protein_coding	CRISPR		
SNHG1	E2F1	transcription_factor	CRISPR		
SNHG1	EPHX1	protein_coding	CRISPR		
SNHG1	IL11	protein_coding	CRISPR		
SNHG1	CDT1	protein_coding	CRISPR		
SNHG1	EPHA2	protein_coding	CRISPR		
SNHG1	TIMP4	protein_coding	CRISPR		
SNHG1	AURKB	protein_coding	CRISPR		
SNHG1	KLF16	transcription_factor	CRISPR		
SNHG1	BIRC5	protein_coding	CRISPR		
SNHG1	CDC20	protein_coding	CRISPR		
SNHG1	ID1	transcription_factor	CRISPR		
SNHG1	FAIM2	protein_coding	CRISPR		
SNHG1	TK1	protein_coding	CRISPR		
SNHG1	PTTG1	protein_coding	CRISPR		
SNHG1	RASSF1	protein_coding	CRISPR		
SNHG1	GINS2	protein_coding	CRISPR		
SNHG1	PLK1	protein_coding	CRISPR		
SNHG1	S100A10	protein_coding	CRISPR		
SNHG1	CDCA3	protein_coding	CRISPR		
SNHG1	MYBL2	transcription_factor	CRISPR		
SNHG1	ID3	transcription_factor	CRISPR		
SNHG1	SIVA1	protein_coding	CRISPR		
SNHG1	SNHG16	lncRNA	CRISPR		
SNHG1	CDC34	protein_coding	CRISPR		
SNHG1	WNT7B	protein_coding	CRISPR		
SNHG1	BRMS1	protein_coding	CRISPR		
SNHG1	CCNB1	protein_coding	CRISPR		
SNHG1	MCM5	protein_coding	CRISPR		
SNHG1	ARHGDIA	protein_coding	CRISPR		
SNHG1	UBE2C	protein_coding	CRISPR	ceRNA or sponge	train
SNHG1	PCNA	protein_coding	CRISPR		
SNHG1	MT-CO2	protein_coding	CRISPR		
SNHG1	PFN1	protein_coding	CRISPR		
SNHG1	STMN1	protein_coding	CRISPR		
SNHG1	FLNB	protein_coding	CRISPR		
SNHG1	MET	protein_coding	CRISPR		
SNHG1	JAK1	protein_coding	CRISPR		
SNHG1	PDK1	protein_coding	CRISPR		
SNHG1	PRKDC	protein_coding	CRISPR		
SNHG1	KLF13	transcription_factor	CRISPR		
SNHG1	PEG10	protein_coding	CRISPR		
SNHG1	LAMC1	protein_coding	CRISPR		
SNHG1	SLC2A3	protein_coding	CRISPR		
SNHG1	STC1	protein_coding	CRISPR		
SNHG1	NT5E	protein_coding	CRISPR		
SNHG1	WNT5A	protein_coding	CRISPR		
SNHG1	VEGFA	protein_coding	CRISPR	expression association	train
SNHG1	NDRG1	protein_coding	CRISPR		
SNHG1	ITGB1	protein_coding	CRISPR		
SNHG1	ITCH	protein_coding	CRISPR		
SNHG1	RAB10	protein_coding	CRISPR		
SNHG1	WNK1	protein_coding	CRISPR		
SNHG1	CTNND1	protein_coding	CRISPR		
SNHG1	EPAS1	protein_coding	CRISPR		
SNHG1	TRIM25	protein_coding	CRISPR		
SNHG1	OSMR	protein_coding	CRISPR		
SNHG1	SPIN1	protein_coding	CRISPR		
SNHG1	ELL2	protein_coding	CRISPR		
SNHG1	CCDC88A	protein_coding	CRISPR		
SNHG1	YAP1	transcription_factor	CRISPR	ceRNA or sponge	train
SNHG1	GPC6	protein_coding	CRISPR		
SNHG1	COL6A3	protein_coding	CRISPR		
SNHG1	MEF2A	transcription_factor	CRISPR		
SNHG1	MAPK6	protein_coding	CRISPR	ceRNA or sponge	train
SNHG1	USP9X	protein_coding	CRISPR		
SNHG1	LOX	protein_coding	CRISPR		
SNHG1	HELZ	protein_coding	CRISPR		
SNHG1	VCAN	protein_coding	CRISPR		
SNHG1	FBXL3	protein_coding	CRISPR		
SNHG1	CCNG1	protein_coding	CRISPR		
SNHG1	JARID2	transcription_factor	CRISPR		
SNHG1	BCAT1	protein_coding	CRISPR		
SNHG1	ABL2	protein_coding	CRISPR		
SNHG1	ERRFI1	protein_coding	CRISPR		
SNHG1	KLF12	transcription_factor	CRISPR		
SNHG1	DDR2	protein_coding	CRISPR		
SNHG1	IQGAP1	protein_coding	CRISPR		
SNHG1	HMGA2	transcription_factor	CRISPR		
SNHG1	TGFBR2	protein_coding	CRISPR	ceRNA or sponge	train
SNHG1	PRKAA1	protein_coding	CRISPR		
SNHG1	JAG1	protein_coding	CRISPR		
SNHG1	ATM	protein_coding	CRISPR		
SNHG1	AKT3	protein_coding	CRISPR		
SNHG1	HK2	protein_coding	CRISPR		
SNHG1	EP300	protein_coding	CRISPR		
SNHG1	DICER1	protein_coding	CRISPR		
SNHG1	XIAP	protein_coding	CRISPR	ceRNA or sponge	valid
SNHG1	FMNL2	protein_coding	CRISPR		
SNHG1	EGFR	protein_coding	CRISPR		
SNHG1	ELF1	transcription_factor	CRISPR		
SNHG1	FN1	protein_coding	CRISPR		
SNHG1	TSPYL4	protein_coding	CRISPR		
SNHG1	RAI14	protein_coding	CRISPR		
SNHG1	RFX7	transcription_factor	CRISPR		
SNHG1	TEAD1	transcription_factor	CRISPR		
SNHG1	NAMPT	protein_coding	CRISPR		
SNHG1	TRPM7	protein_coding	CRISPR		
SNHG1	SMAD5	transcription_factor	CRISPR		
SNHG1	RICTOR	protein_coding	CRISPR	ceRNA or sponge	test
SNHG1	HIPK2	protein_coding	CRISPR		
SNHG1	REST	transcription_factor	CRISPR		
SNHG1	EGR1	transcription_factor	CRISPR		
SNHG1	ROBO1	protein_coding	CRISPR		
SNHG1	CPEB2	protein_coding	CRISPR		
SNHG1	ITGB3	protein_coding	CRISPR		
SNHG1	BMPR2	protein_coding	CRISPR		
SNHG1	NOTCH2	protein_coding	CRISPR		
SNHG1	IRS1	protein_coding	CRISPR		
SNHG1	KMT2C	protein_coding	CRISPR		
SNHG1	CPEB4	protein_coding	CRISPR		
SNHG1	TP53INP1	protein_coding	CRISPR		
SNHG1	ZEB2	transcription_factor	CRISPR		
SNHG1	SGMS2	protein_coding	CRISPR		
SNHG1	KLF7	transcription_factor	CRISPR		
SNHG1	STXBP5-AS1	lncRNA	CRISPR		
SNHG1	DUSP6	protein_coding	CRISPR		
SNHG1	PAPPA	protein_coding	CRISPR		
SNHG1	SMG1	protein_coding	CRISPR		
SNHG1	TXNIP	protein_coding	CRISPR		
SNHG1	CCNG2	protein_coding	CRISPR		
SNHG1	BACH1	transcription_factor	CRISPR		
SNHG1	DCLK1	protein_coding	CRISPR	ceRNA or sponge	train
SNHG1	ROCK1	protein_coding	CRISPR	ceRNA or sponge	train
SNHG1	LUCAT1	lncRNA	CRISPR		
SNHG1	HDAC9	protein_coding	CRISPR		
SNHG1	ITPR1	protein_coding	CRISPR		
SNHG1	TRIM44	protein_coding	CRISPR		
SNHG1	SLC7A11	protein_coding	CRISPR		
SNHG1	NFAT5	transcription_factor	CRISPR		
SNHG1	CRYBG3	protein_coding	CRISPR		
SNHG12	EPHA2	protein_coding	CRISPR		
SNHG12	KRT7	protein_coding	CRISPR		
SNHG12	AKR1B1	protein_coding	CRISPR		
SNHG12	CDT1	protein_coding	CRISPR		
SNHG12	ID1	transcription_factor	CRISPR		
SNHG12	TNFRSF1B	protein_coding	CRISPR		
SNHG12	E2F1	transcription_factor	CRISPR	ceRNA or sponge	train
SNHG12	CDC34	protein_coding	CRISPR		
SNHG12	SLCO4A1	protein_coding	CRISPR		
SNHG12	S100A4	protein_coding	CRISPR		
SNHG12	SIVA1	protein_coding	CRISPR		
SNHG12	SNHG8	lncRNA	CRISPR		
SNHG12	IL11	protein_coding	CRISPR		
SNHG12	SNHG7	lncRNA	CRISPR		
SNHG12	AURKB	protein_coding	CRISPR		
SNHG12	GINS2	protein_coding	CRISPR		
SNHG12	GPX4	protein_coding	CRISPR		
SNHG12	SPHK1	protein_coding	CRISPR		
SNHG12	RASSF1	protein_coding	CRISPR		
SNHG12	DANCR	lncRNA	CRISPR		
SNHG12	KLF16	transcription_factor	CRISPR		
SNHG12	EPHX1	protein_coding	CRISPR		
SNHG12	ARL2	protein_coding	CRISPR		
SNHG12	CYC1	protein_coding	CRISPR		
SNHG12	HMGA1	transcription_factor	CRISPR		
SNHG12	WNT7B	protein_coding	CRISPR		
SNHG12	ROMO1	protein_coding	CRISPR		
SNHG12	SNHG6	lncRNA	CRISPR		
SNHG12	CEBPB	transcription_factor	CRISPR		
SNHG12	SNHG16	lncRNA	CRISPR		
SNHG12	BAD	protein_coding	CRISPR		
SNHG12	MCM5	protein_coding	CRISPR		
SNHG12	TK1	protein_coding	CRISPR		
SNHG12	PIN1	protein_coding	CRISPR		
SNHG12	MT-CO2	protein_coding	CRISPR		
SNHG12	ID3	transcription_factor	CRISPR		
SNHG12	BIRC5	protein_coding	CRISPR		
SNHG12	ACOT7	protein_coding	CRISPR		
SNHG12	PTTG1	protein_coding	CRISPR		
SNHG12	ARHGDIA	protein_coding	CRISPR		
SNHG12	MYBL2	transcription_factor	CRISPR		
SNHG12	BRI3	protein_coding	CRISPR		
SNHG12	ANXA11	protein_coding	CRISPR		
SNHG12	CDK5	protein_coding	CRISPR		
SNHG12	PCNA	protein_coding	CRISPR		
SNHG12	CST3	protein_coding	CRISPR		
SNHG12	UBXN1	protein_coding	CRISPR		
SNHG12	CDCA3	protein_coding	CRISPR	transcriptional regulation	train
SNHG12	C1QBP	protein_coding	CRISPR		
SNHG12	SNHG5	lncRNA	CRISPR		
SNHG12	BRMS1	protein_coding	CRISPR		
SNHG12	SQSTM1	protein_coding	CRISPR		
SNHG12	PFN1	protein_coding	CRISPR		
SNHG12	CDC20	protein_coding	CRISPR		
SNHG12	ODC1	protein_coding	CRISPR		
SNHG12	DDX54	protein_coding	CRISPR		
SNHG12	PLK1	protein_coding	CRISPR		
